username,userid,profile_location,created_at,text,retweet_count,source,coordinates
We the People,921029823165751296,"Los Angeles, CA",2023-01-21 17:46:11,@MayorOfLA @POTUS Combat homeless. Fraud. You just moving them into the desert of Palmdale/Lancaster. Which is Repu… https://t.co/mXfqnP8UST,0,Twitter for iPhone,
AIDS Healthcare,16879321,"Los Angeles, CA",2023-01-21 17:43:30,"In just four years, we have built more than 1,400 units of low-income and homeless housing in the LA area. While LA… https://t.co/3XFsKrtYZB",6,Twitter Web App,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-21 17:37:13,"Thanks to @GovInslee @kcexec @SeattleCouncil, downtown Seattle has no future. Stores/restaurants boarded up. Nothin… https://t.co/8QayrHwtmV",0,Twitter for Mac,
E.J.A. Proud Breakfast Taco.,1456024838141726722,"Los Angeles, CA",2023-01-21 17:27:46,@MayorOfLA @POTUS Have the taxpayer pay for all the hotel rooms in the US and give the rooms to the homeless. Just… https://t.co/DIHKVYgKQo,0,Twitter for iPhone,
The Homeless Times,1153413011651977217,"Los Angeles, California USA",2023-01-21 17:14:13,"Have you hugged a homeless person today?
#homeless #la",0,IFTTT,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 17:09:05,"Failing to consult with experts on proven solutions to homelessness, The Cicero Institute seeks to erase homeless p… https://t.co/LNqR8niZEG",6,Agorapulse app,
Mark Horvath,14595574,Los Angeles,2023-01-21 17:04:57,"As ""unhoused"" is getting more popular, we have started to use it more, and now ""houseless"" is growing in popularity… https://t.co/MSQHUqZ8ce",7,Twitter Web App,
Erin Brown - Horror Fantasy Author,391872678,Los Angeles,2023-01-21 17:02:01,"I would have starved, I would have been homeless. I might have been committed. I would have unalived. 
I learned to… https://t.co/lV1TESPQdu",0,Twitter Web App,
Gabriel,1267588055327633408,"Los Angeles, CA",2023-01-21 16:59:02,@MayorOfLA @POTUS Yeah stop paying other nearby cities to take your homeless. You need to make rehabs for homeless… https://t.co/Aiy9RaLS3o,0,Twitter for iPhone,
MaxxJerome,18467509,MAXXHILLS,2023-01-21 16:47:48,@cd4losangeles CORRUPTION ON HILL STREET! Next time you wanna know why there are so many homeless black people in L… https://t.co/2pCk4Z5wGd,0,Twitter for iPhone,
Serious Joint Avatar Fighting Homelessness,110923238,"Los Angeles, CA",2023-01-21 16:42:04,"@SpeakerMcCarthy Dear @SpeakerMcCarthy @POTUS @SenSchumer 

We don't want to see another dime spent on foreign prox… https://t.co/JHV23dP0nA",0,Twitter Web App,
NewsfeedsMedia,1007725923720835072,"Los Angeles, CA",2023-01-21 16:41:10,"Crime-ridden Seattle loses Nike store and multiplex cinema - as number of homeless deaths soar
https://t.co/6sLtnaamPK",0,Next Newsfeeds.media,
MaxxJerome,18467509,MAXXHILLS,2023-01-21 16:36:22,"@FBIWFO 
Next time you wanna know why there are so many homeless black people in Southern California, look no furth… https://t.co/TivoLj80wl",0,Twitter for iPhone,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 16:27:46,@Elmanogonsalves tens of thousands of violent drug addicted homeless are ready to take the bus to oakland to replac… https://t.co/cKijRJCb8m,0,Twitter for iPad,
Alison Reynolds,1597418307891494912,"Sherman Oaks, Los Angeles",2023-01-21 16:25:41,Half of the homeless population are illegals. https://t.co/ij7CLCIfBk,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 16:20:54,Giving money to homeless people animation is dropping next week. Hopefully on Monday. This is the first episode of… https://t.co/lyrKEKRFty,3,Twitter for iPhone,
WE2Incubators,2851716274,"Los Angeles, CA",2023-01-21 16:20:30,@Elex_Michaelson @MayorOfLA @POTUS @JoeBiden @KarenBassLA having the end of rent moratorium set for 1/31/2023 will… https://t.co/pyFUnLBdfA,0,Twitter Web App,
Mark Horvath,14595574,Los Angeles,2023-01-21 16:20:21,Giving money to homeless people animation is dropping next week. Hopefully on Monday. This is the first episode of… https://t.co/tUbLwNm0rv,0,Twitter for iPhone,
Serious Joint Avatar Fighting Homelessness,110923238,"Los Angeles, CA",2023-01-21 16:13:52,"@POTUS 🪖🐷2.5M children are STILL Homeless in America and I just paid $7.98 for a dozen eggs, up $5.00 since you too… https://t.co/U70NV3ucdL",0,Twitter Web App,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 16:11:08,"After trying to stay with family, Lisa had to return to Missouri for medical reasons. Pregnant and unable to work,… https://t.co/2iipaAiCIE",3,Agorapulse app,
"Houman David Hemmati, MD, PhD",230307512,"Santa Monica, CA",2023-01-21 16:09:23,@GleamDavis Seems like you’re there with @KarenBassLA for the homeless event. Please stop wasting billions of taxpa… https://t.co/tWgi65ehky,5,Twitter for iPhone,
Beto,249465635,"North Hollywood, Ca",2023-01-21 15:54:27,"@CBSLA “3 homeless, drug addict people died in one week in Sherman oaks.” .. there. I fixed it for you.",1,Twitter for iPhone,
KW,1602833049623810048,"Los Angeles, CA",2023-01-21 15:39:54,"@GaryGuthary @MayorOfLA @POTUS I agree with Gary, a huge population of homeless want to live on the street.",0,Twitter for iPhone,
ricky rodriguez,22514655,"Los Angeles, CA",2023-01-21 15:39:47,"@MayorOfLA @POTUS I think to fix it, you have to first ban encampment. Register each homeless person &amp; put them in… https://t.co/maKNmNFfSe",0,Twitter for Android,
Acid Samurai,2253708324,"Los Angeles, CA",2023-01-21 15:38:45,@RolandRock1234 @AquinasTGoat @ScottAdamsSays @YouTube -US is the richest country and doesn’t have Medicare for all… https://t.co/eJAILyr1sG,0,Twitter for iPhone,
KP  ✨✨,164783657,"Los Angeles, CA",2023-01-21 15:34:58,"i’m not homeless, i’m tom jane!",1,Twitter for iPhone,
Isaac Golino 🇺🇸🇺🇦,371464238,Los Angeles,2023-01-21 15:32:09,@Mickw747 @IAPonomarenko Explain to me how an Infantry Fighting Vehicle could feed the homeless?,0,Twitter Web App,
Kristin Grady - Writer/CEO - Imagination for Sale,996458558186278914,"West Hollywood, CA",2023-01-21 15:14:03,"*jesus, it barely registered he lived.

Now homeless.

I can't stop crying.",0,Twitter Web App,
Jim A in L.A.,18343484,Los Angeles,2023-01-21 15:13:01,@kenofish23 Less than a million people watch those. Why would I care? More people read the National Enquirer. At le… https://t.co/p21hEluUp0,0,Twitter for iPhone,
SupaDave_In_L.A.,2279540520,"Los Angeles, CA",2023-01-21 15:01:19,@jilldjones You cant escape it here.  There are so many homeless encampments spotted throughout LA🤦🏿‍♂️,0,Twitter Web App,
The Greater Toluca Lake Neighborhood Council,325120595,"Toluca Lake, CA",2023-01-21 15:00:40,"Register to Volunteer for the 2023 Greater
Los Angeles Homeless Count 
** January 24th is for Toluca Lake **

Sign… https://t.co/inm7jLvjRp",0,Hootsuite Inc.,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 14:57:51,"@MarkSparkyP even in toronto, drug addicted homeless are hearing that they should take the bus to SF and claim thei… https://t.co/oTZhVDUINc",0,Twitter for iPad,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 14:57:28,"@bettersoma @DeanPreston even in toronto, drug addicted homeless are hearing that they should take the bus to SF an… https://t.co/z5mJGgpoTg",0,Twitter for iPad,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 14:57:13,@auweia1 @SusanDReynolds @LondonBreed @DeanPreston @HillaryRonen @Ahsha_Safai @RafaelMandelman @SupStefani… https://t.co/Z7CJg1rdJw,0,Twitter for iPad,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 14:56:46,"@markdfabela @SF_Contrarian @TheMarinaTimes @DeanPreston even in toronto, drug addicted homeless are hearing that t… https://t.co/fZMsXsmOl7",0,Twitter for iPad,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 14:56:27,"@96hoya even in toronto, drug addicted homeless are hearing that they should take the bus to SF and claim their $60… https://t.co/MOjCzXrH2y",0,Twitter for iPad,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 14:56:13,"@96hoya @DeanPreston even in toronto, drug addicted homeless are hearing that they should take the bus to SF and cl… https://t.co/4l5Qr3H1a5",0,Twitter for iPad,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 14:54:29,"@awong_SF even in toronto, drug addicted homeless are hearing that they should take the bus to SF and claim their $… https://t.co/wwHYQKh08V",0,Twitter for iPad,
crimewatch,1562227206029340673,"Culver City, CA",2023-01-21 14:53:18,@awong_SF all the money that could have been spent on bus service was instead gifted to violent out of state drug a… https://t.co/CUBCYqt1oE,0,Twitter for iPad,
San Gabriel Valley Tribune,19312573,"Monrovia, CA",2023-01-21 14:47:58,"LA County homeless count to begin with huge expectations, political tailwinds https://t.co/peKhIFV0nT",0,SocialFlow,
L.A. Daily News,5513142,"Los Angeles, California",2023-01-21 14:47:14,"LA County homeless count to begin with huge expectations, political tailwinds https://t.co/xyE9ZUGStV https://t.co/C9asTg0cKX",1,SocialFlow,
Whittier Daily News,19414861,"Whittier, CA",2023-01-21 14:47:13,"LA County homeless count to begin with huge expectations, political tailwinds https://t.co/Ok18ggyUpT",0,SocialFlow,
Pasadena Star News,19415444,"Pasadena, CA",2023-01-21 14:47:03,"LA County homeless count to begin with huge expectations, political tailwinds https://t.co/TFdgvvl0MI",0,SocialFlow,
Jmrz2k,202420574,LA,2023-01-21 14:46:05,"@CBSLA 3 mentally ill, drug addicted homeless people died in 1 week.   I'm sure more have died in other neighborhoods as well.",0,Twitter for Android,
Gary Joseph,2153500562,Los Angeles,2023-01-21 14:34:11,TIME TESTED PROPHECIES FOR 2023 TO 2030: Since a 2005 NDE dead for 30 min. God opened floodgates and added aftersho… https://t.co/tImvCYsybL,0,Twitter Web App,
Debbie Delaree 🎃,3198297770,"Los Angeles, CA",2023-01-21 14:29:54,"If you are religious, but refuse to feed the hungry, clothe the naked, shelter the homeless, visit those in prison,… https://t.co/79TkeG2uR7",2,Twitter for Android,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 14:08:00,"Homeless Loki talks about building her home business so she can support herself and one day escape homelessness:
https://t.co/BYf2vubYeR",5,Sprout Social,
cryptopainter 🍌,1341828078700412928,"Los Angeles, CA ",2023-01-21 14:02:44,@PennyBritish I’m either becoming a billionaire or homeless. 😅,0,Twitter for iPhone,
Daniel Guss,4880918696,"Los Angeles, CA",2023-01-21 13:59:41,⁦@KarenBassLA⁩ please send all remaining ⁦@LAZoo⁩ #elephants to sanctuary. Captivity is cruelty. Use that land and… https://t.co/XrwxgTdhZX,0,Twitter for iPhone,
رمزي,36826883,"Echo Park, CA",2023-01-21 13:23:50,I swear I just seen a homeless man that looks like Sam smith in DTLA.,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 13:11:06,"For Tammy, even with the dangers, she feels safer living in a tent community than at a shelter. She calls the commu… https://t.co/UcpDeNozq5",4,Agorapulse app,
kingly is Royalty,1072558820843380736,"Los Angeles, CA",2023-01-21 12:57:50,"@homeless_new Stop putting homeless people in jail, stop looking down on homeless people, stop trying to run their… https://t.co/qtzBRU1IAs",0,Twitter for Android,
YoungHippyLife,1198384784315240448,"Los Angeles, CA",2023-01-21 12:57:31,make my boyfriend look like a bitch he scared to talk to you then then the homeless people in the area was harassin… https://t.co/LWfKAsJnYW,0,Twitter Web App,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 12:08:05,"Having a smartphone is a lifeline for homeless people - it allows them to apply for jobs, access assistance and ope… https://t.co/1Z2YwuFA5X",16,Agorapulse app,
Los Angeles Magazine,36218435,Los Angeles,2023-01-21 12:00:21,"Sherman Oaks is witness to L.A.’s failure on homelessness, as three dead, officially unknown, people were found on… https://t.co/LzUCAKkWLZ",12,Buffer,
#1 lemon pig stan,1113541002889920517,LA,2023-01-21 11:51:03,"@BrandonLBradfor Probably outreach work to the homeless, serving in a soup kitchen, or cleanup of litter and garbage",0,Twitter for iPhone,
Ro,1002068617,Los Angeles,2023-01-21 11:50:40,@CBSLA But you guys are still fine with just letting them do whatever and sleep wherever right? Effing ridiculous c… https://t.co/YRtY1ZsOJ0,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 11:11:06,"Granny is homeless in Gainesville, Florida. She ran away from an orphanage when she was just 13. Granny has been on… https://t.co/uYHgqwKbKF",12,Agorapulse app,
Blue Check $8 GRACE 🙏🏼❤️🇺🇸,449555005,"Los Angeles, CA",2023-01-21 11:10:27,@POTUS Lmaoooo. Seen the number of homeless lately? Happened on your watch.,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 10:08:05,Homeless Loki shares her regrets and how they make being homeless insufferable: https://t.co/F8itGABF11,2,Agorapulse app,
Brian Kemm,22277477,"Los Angeles, CA",2023-01-21 09:54:55,Whom amongst my Californian followers here would be interested in learning about /participating in an upcoming init… https://t.co/tB5QRILeRe,0,Twitter for iPhone,
Max Kanin 🇺🇦,268563436,"Beverly Hills, CA",2023-01-21 09:53:02,@cmarinucci He defrauded people in order to kill a dog - a service dog for a homeless veteran. It really doesn't get any lower than that.,0,Twitter Web App,
Resist - er,2272452834,"Santa Monica, CA",2023-01-21 09:51:29,@Jim_Jordan You despise the homeless.,0,Twitter for iPhone,
Gregory Amour,3303177776,"Los Angeles, CA",2023-01-21 09:39:43,REPUBLICANS WOULD RATHER SENIORS &amp;VETERANS BE POOR &amp; HOMELESS? CAREFUL WHO YOU VOTE FOR. YOU'RE NEXT...UNLESS YOUR… https://t.co/OFtwctTPNn,0,Twitter for Android,
Gregory Amour,3303177776,"Los Angeles, CA",2023-01-21 09:38:40,REPUBLICANS WOULD RATHER SENIORS &amp;VETERANS BE POOR &amp; HOMELESS? CAREFUL WHO YOU VOTE FOR. YOU'RE NEXT...UNLESS YOUR… https://t.co/BRx2mEEzML,0,Twitter for Android,
Gregory Amour,3303177776,"Los Angeles, CA",2023-01-21 09:37:04,REPUBLICANS WOULD RATHER SENIORS &amp;VETERANS BE POOR &amp; HOMELESS? CAREFUL WHO YOU VOTE FOR. YOU'RE NEXT...UNLESS YOUR… https://t.co/hJVoPms30D,0,Twitter for Android,
Bags McGee,1453168834949443584,"Los Angeles, CA",2023-01-21 09:26:31,@LAPPL @suzettemartinez The “abolitionists” are fighting HARD to eliminate police and also keep the homeless dying… https://t.co/OWnHO63yj9,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 09:11:06,William is homeless in Chicago. He is trying to pick himself back up. https://t.co/S7ANt8eeU4 https://t.co/3v0csocCie,3,Agorapulse app,
st✯r girl,1434775660157804546,"Los Angeles, CA",2023-01-21 08:45:44,"and whoever really our here setting homeless people on fire killing them, may you Rot in hell.",0,Twitter for iPhone,
crazyblaze,1233555434448900097,"Los Angeles, CA",2023-01-21 08:36:41,"@dylfinnathrill @billpows88 @ColumbiaBugle Most hard drug users I’ve known also smoke weed, including the homeless.",0,Twitter for iPhone,
LaRae Cantley,4716328765,"Los Angeles, CA",2023-01-21 08:35:13,"Los Angeles has the largest unsheltered homeless population in the nation.
End homelessness by participating in the… https://t.co/lfdgCS7Xrc",0,Twitter for iPhone,
crazyblaze,1233555434448900097,"Los Angeles, CA",2023-01-21 08:34:41,@CensoredRudy @billpows88 @ColumbiaBugle Los Angeles has plenty of weed shops right near homeless people living in… https://t.co/fAPnCoDBd5,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-21 08:08:06,"We often fail to see homeless people as human. Thru innovative storytelling, education, journalism and advocacy,… https://t.co/zzgapTol5G",5,Agorapulse app,
Annette,37849105,"Los Angeles, CA",2023-01-21 08:02:30,"Live, and let live.
 
The bird population argument dies every time you consider the amount of feral cats in existen… https://t.co/D9N2IWidCp",0,Twitter for iPhone,
